id,title,description,municipality_type,is_divided_by_gender,publ_period,publication_date
N65813,Antal förtroendeuppdrag per förtroendevald regionpolitiker,"Antal förtroendeuppdrag totalt i kommunen dividerat med antal förtroendevalda i regionen. Till förtroendeuppdrag räknas uppdrag inom den strikt kommunrättsliga sektorn och uppdrag i nämnder som inte regleras av kommunallagen är därför inte inkluderade. Exempelvis är uppdrag i styrelser för kommunala bolag inte inkluderade. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Vakanta platser ingår ej. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65814,"Kvinnor bland förtroendevalda regionpolitiker, andel (%)","Antal förtroendevalda (regionpolitiker) kvinnor dividerat med antal förtroendevalda regionpolitiker totalt, multiplicerat med 100.  Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,0,2022,2024-04-22
N65815,"Kvinnor i regionfullmäktige, andel (%)","Kvinnliga ledamöter i regionfullmäktige dividerat med antal ledamöter i regionfullmäktige totalt, multiplicerat med 100. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,0,2023,2024-03-28
N65816,"Kvinnor på ordförandeposter i regionen, andel (%)","Andel (%) av regionens ordförandeposter som innehas av kvinnor. Avser ordföranden i regionstyrelse och nämnder/utskott/beredningar som sorterar direkt under regionfullmäktige. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,0,2022,2024-04-22
N65817,"Förtroendevalda regionpolitiker i åldern 18-29 år, andel (%)","Antal förtroendevalda i regionen i åldern 18-29 år dividerat med totalt antal förtroendevalda i regionen, multiplicerat med 100. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65818,"Förtroendevalda regionpolitiker i åldern 30-49 år, andel (%)","Antal förtroendevalda i regionen i åldern 30-49 år dividerat med totalt antal förtroendevalda i regionen, multiplicerat med 100. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65819,"Förtroendevalda regionpolitiker i åldern 50-64 år, andel (%)","Antal förtroendevalda i regionen i åldern 50-64 år dividerat med totalt antal förtroendevalda i regionen, multiplicerat med 100. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65820,"Förtroendevalda regionpolitiker i åldern 65+, andel (%)","Antal förtroendevalda i regionen i åldern 65 år eller äldre dividerat med totalt antal förtroendevalda i regionen, multiplicerat med 100. Med förtroendevalda avses ledamöter och ersättare i fullmäktige, nämnder och fullmäktigeberedningar samt revisorer. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65821,"Regionfullmäktigeledamöter i åldern 18-29 år, andel (%)","Antal fullmäktigeledamöter i regionen i åldern 18-29 år dividerat med totalt antal fullmäktigeledamöter i regionen, multiplicerat med 100. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2023,2024-03-28
N65822,"Regionfullmäktigeledamöter i åldern 30-49 år, andel (%)","Antal fullmäktigeledamöter i regionen i åldern 30-49 år dividerat med totalt antal fullmäktigeledamöter i regionen, multiplicerat med 100. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2023,2024-03-28
N65823,"Regionfullmäktigeledamöter i åldern 50-64 år, andel (%)","Antal fullmäktigeledamöter i regionen i åldern 50-64 år dividerat med totalt antal fullmäktigeledamöter i regionen, multiplicerat med 100. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2023,2024-03-28
N65824,"Regionfullmäktigeledamöter i åldern 65+, andel (%)","Antal fullmäktigeledamöter i regionen i åldern 65 år eller äldre dividerat med totalt antal fullmäktigeledamöter i regionen, multiplicerat med 100. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2023,2024-03-28
N65825,"Utrikes födda bland förtroendevalda regionpolitiker, andel (%)","Antal utrikes födda förtroendevalda i regionen dividerat med totalt antal förtroendevalda i regionen, multiplicerat med 100. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2022,2024-04-22
N65826,"Utrikes födda i regionfullmäktige, andel (%)","Antal utrikes födda fullmäktigeledamöter i regionen dividerat med totalt antal fullmäktigeledamöter i regionen, multiplicerat med 100. Statistiken tas bara fram vart fjärde år men i Kolada publiceras den förutom mätåret T även på år T+1, T+2 och T+3. Källa: SCB.",L,1,2023,2024-03-28
N65827,"Medianbruttoinkomst regionens förtroendevalda politiker, kr/person",Medianbruttoinkomst exkl kapitalinkomst bland förtroendevalda heltidspolitiker i regionen. Avser personer 20 år eller äldre. Källa: SCB.,L,1,2022,2024-04-22
N65828,"Politiskt styre i regionen (1=vänster, 2=blocköverskridande, 3=borgerligt styre, 4=borgerlig/SD styre)","Med vänsterstyre avses ett styre där S och/eller V ingår, med borgerligt avses ett styre där ett eller fler borgerliga partier (C, L, M och Kd) ingår. I ett blocköverskridande styre ingår ett eller flera borgerliga partier samt S och/eller V. Vid valet 2022 lades en kategori till - kategorin ""borgerlig/SD"". Denna kategori får en region där Sverigedemokraterna ingår i styret. Från och med valet 2022 anses miljöpartiet som ett vänsterparti, tidigare kunde detta och övriga partier ingå i alla typer av styren. Uppgift samlas in genom enkät till region efter val till regionfullmäktige. I Kolada sker en uppdatering i december varje år, med ev. förändringar som meddelats SKR under året. Källa: SKR.",L,0,2023,2024-03-20
N65829,"Förtroendevalda som hoppat av regionfullmäktige, andel (%)","Valda kandidater som hoppat av regionfullmäktige. Med avhoppade avses folkvalda personer som innan mandatperiodens slut lämnar sitt uppdrag som folkvald. Värdet räknas ut för avslutad mandatperiod varje valår, och avser således t-4 till t. Avser avhopp bland kandidater som valdes in vid valtillfället. Ersättare som tillsatts under valperioden är inte inräknade. Andelen avhoppade avser andel för respektive grupp Källa: SCB",L,1,2026,2027-01-20
N65831,"Valdistrikt med lägst valdeltagande i senaste regionvalet, andel (%)","Valdistrikt med lägst valdeltagande i senaste regionvalet. Beräknas utifrån antal avgivna röster i senaste regionvalet (giltiga och ogiltiga) dividerat med antal röstberättigade, multiplicerat med 100. Källa: Valmyndigheten och SCB.",L,0,2026,2026-11-21
N65832,"Valdistrikt med högst valdeltagande i senaste regionvalet, andel (%)","Valdistrikt med högst valdeltagande i senaste regionvalet. Beräknas utifrån antal avgivna röster i senaste regionvalet (giltiga och ogiltiga) dividerat med antal röstberättigade, multiplicerat med 100. Källa: Valmyndigheten och SCB.",L,0,2026,2026-11-21
N65841,"Röster på Centerpartiet i senaste riksdagsvalet, andel (%)","Antal röster på Centerpartiet i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65842,"Röster på Kristdemokraterna i senaste riksdagsvalet, andel (%)","Antal röster på Kristdemokraterna i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65843,"Röster på Sverigedemokraterna i senaste riksdagsvalet, andel (%)","Antal röster på Sverigedemokraterna i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65844,"Röster på Miljöpartiet i senaste riksdagsvalet, andel (%)","Antal röster på Miljöpartiet i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65845,"Röster på Socialdemokraterna i senaste riksdagsvalet, andel (%)","Antal röster på Socialdemokraterna i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65846,"Röster på Liberalerna i senaste riksdagsvalet, andel (%)","Antal röster på Liberalerna i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65847,"Röster på Vänsterpartiet i senaste riksdagsvalet, andel (%)","Antal röster på Vänsterpartiet i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65848,"Röster på Moderaterna i senaste riksdagsvalet, andel (%)","Antal röster på Moderaterna i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65849,"Röster på övriga partier i senaste riksdagsvalet, andel (%)","Antal röster på övriga partier i senaste riksdagsvalet dividerat med antalet giltiga röster i senaste riksdagsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,2026,2026-11-21
N65851,"Röster på Centerpartiet i senaste europaparlamentsvalet, andel (%)","Antal röster på Centerpartiet i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65852,"Röster på Kristdemokraterna i senaste europaparlamentsvalet, andel (%)","Antal röster på Kristdemokraterna i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65853,"Röster på Sverigedemokraterna i senaste europaparlamentsvalet, andel (%)","Antal röster på Sverigedemokraterna i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65854,"Röster på Miljöpartiet i senaste europaparlamentsvalet, andel (%)","Antal röster på Miljöpartiet i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65855,"Röster på Socialdemokraterna i senaste europaparlamentsvalet, andel (%)","Antal röster på Socialdemokraterna i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65856,"Röster på Liberalerna i senaste europaparlamentsvalet, andel (%)","Antal röster på Liberalerna i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65857,"Röster på Vänsterpartiet i senaste europaparlamentsvalet, andel (%)","Antal röster på Vänsterpartiet i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65858,"Röster på Moderaterna i senaste europaparlamentsvalet, andel (%)","Antal röster på Moderaterna i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
N65859,"Röster på övriga partier i senaste europaparlamentsvalet, andel (%)","Antal röster på övriga partier i senaste europaparlamentsvalet dividerat med antalet giltiga röster i senaste europaparlamentsvalet, multiplicerat med 100. Källa: Valmyndigheten och SCB.",A,0,,
